ID,MARCA,MODELO,COR,IDADE,SEXO,FATORSEGURO
41972,JEEP,COMMANDER,LARANJA, 90,M,8.64
41973,HYUNDAI,HB20,VERDE, 88,M,16.24
41974,TOYOTA,YARIS,CINZA, 89,M,15.55
41975,FIAT,STRADA,BRANCO, 42,M,20.64
41976,GM,MONTANA,PRETO, 99,M,15.49
41977,FIAT,UNO,VERDE, 28,M,12.89
41978,TOYOTA,COROLLACROSS,LARANJA, 66,F,9.70
41979,JEEP,RENEGADE,PRATA, 38,F,9.38
41980,JEEP,RENEGADE,AZUL, 54,F,8.31
41981,JEEP,COMPASS,AZUL, 57,M,7.17
41982,HONDA,FIT,PRATA, 60,F,4.97
41983,GM,TRACKER,PRATA, 23,M,9.76
41984,TOYOTA,HILUX,AZUL, 65,F,12.76
41985,GM,TRACKER,AZUL, 43,M,7.27
41986,VV,TAOS,AZUL, 82,M,14.33
41987,GM,TRAILBLAZER,PRETO, 64,M,6.54
41988,VV,GOL,CINZA, 83,F,13.53
41989,JEEP,COMMANDER,CINZA, 61,F,7.20
41990,GM,EQUINOX,PRATA, 26,M,7.83
41991,FIAT,UNO,PRATA, 30,F,13.54
41992,GM,TRAILBLAZER,BRANCO, 98,F,15.69
41993,HONDA,CITY,LARANJA, 60,M,5.72
41994,HONDA,ZRV,VERDE, 44,F,4.33
41995,HONDA,FIT,CINZA, 81,M,7.26
41996,GM,SPIN,CINZA, 62,F,4.13
41997,HYUNDAI,HB20,VERDE, 51,F,11.09
41998,VV,JETTA,VERDE, 32,F,13.68
41999,VV,VIRTUS,PRETO, 23,F,8.93
42000,TOYOTA,COROLLA,LARANJA, 48,F,5.60
42001,FIAT,ARGOS,VERDE, 42,F,6.91
42002,JEEP,COMPASS,VERDE, 38,F,7.45
42003,GM,TRACKER,VERDE, 24,M,8.88
42004,GM,TRAILBLAZER,AZUL, 56,F,5.86
42005,HONDA,WRV,PRATA, 96,M,8.31
42006,GM,TRACKER,LARANJA, 95,F,11.28
42007,GM,S10,LARANJA, 88,F,16.89
42008,VV,SAVEIRO,BRANCO, 60,F,18.23
42009,TOYOTA,COROLLACROSS,PRATA, 37,M,11.51
42010,VV,SAVEIRO,PRATA, 23,M,15.21
42011,TOYOTA,COROLLA,PRETO, 66,M,6.61
42012,GM,SPIN,AZUL, 86,M,4.76
42013,JEEP,RENEGADE,PRATA, 27,M,10.92
42014,GM,SPIN,LARANJA, 62,M,3.26
42015,TOYOTA,HILUX,VERDE, 65,M,13.36
42016,HONDA,WRV,VERDE, 87,M,6.69
42017,JEEP,COMMANDER,CINZA, 42,F,7.43
42018,FIAT,CRONOS,PRATA, 83,F,6.42
42019,VV,TAOS,LARANJA, 47,F,10.39
42020,FIAT,STRADA,CINZA, 19,F,19.51
42021,JEEP,COMMANDER,PRETO, 68,F,6.52
42022,FIAT,ARGOS,PRETO, 50,M,7.57
42023,VV,GOL,LARANJA, 26,F,9.29
42024,HONDA,WRV,PRETO, 65,M,5.00
42025,VV,POLO,BRANCO, 60,F,18.75
42026,HONDA,CIVIC,BRANCO, 55,F,11.31
42027,VV,SAVEIRO,PRATA, 40,F,12.33
42028,HONDA,WRV,CINZA, 28,M,6.47
42029,FIAT,UNO,PRETO, 33,F,12.55
42030,HONDA,HRV,AZUL, 76,F,6.83
42031,HONDA,ZRV,VERDE, 99,M,8.26
42032,GM,SPIN,CINZA, 86,F,5.12
42033,HONDA,WRV,PRATA, 50,F,5.08
42034,GM,EQUINOX,PRATA, 80,M,8.48
42035,VV,GOL,VERDE, 26,F,10.07
42036,FIAT,PALIO,VERDE, 71,M,14.18
42037,JEEP,COMMANDER,PRATA, 42,M,6.75
42038,HYUNDAI,HB20,PRETO, 76,M,13.90
42039,HONDA,CITY,PRETO, 95,M,10.22
42040,GM,TRACKER,CINZA, 80,F,11.32
42041,GM,ONIX,PRATA, 73,M,12.52
42042,GM,TRACKER,LARANJA, 69,M,7.63
42043,HYUNDAI,CRETA,AZUL, 80,M,9.17
42044,JEEP,COMMANDER,LARANJA, 61,M,6.04
42045,TOYOTA,COROLLACROSS,AZUL, 80,F,12.11
42046,HYUNDAI,CRETA,PRETO, 48,F,7.61
42047,TOYOTA,YARIS,AZUL, 40,F,8.48
42048,GM,TRAILBLAZER,CINZA, 31,F,8.15
42049,FIAT,CRONOS,BRANCO, 31,M,8.06
42050,TOYOTA,YARIS,CINZA, 46,M,10.68
42051,JEEP,RENEGADE,LARANJA, 51,M,8.14
42052,VV,GOL,CINZA, 92,M,16.20
42053,FIAT,ARGOS,LARANJA, 81,F,8.79
42054,VV,TAOS,VERDE, 52,M,11.12
42055,HONDA,CIVIC,BRANCO, 54,M,11.78
42056,TOYOTA,HILUX,VERDE, 80,M,15.89
42057,HYUNDAI,CRETA,PRETO, 96,M,12.42
42058,TOYOTA,COROLLACROSS,PRATA, 94,F,16.83
42059,FIAT,CRONOS,CINZA, 78,F,6.73
42060,JEEP,RENEGADE,PRATA, 34,F,9.85
42061,HONDA,CITY,PRETO, 68,F,6.75
42062,HYUNDAI,CRETA,CINZA, 28,M,10.13
42063,FIAT,UNO,AZUL, 87,F,14.98
42064,GM,TRAILBLAZER,AZUL, 57,F,5.99
42065,FIAT,CRONOS,PRETO, 42,M,10.41
42066,JEEP,RENEGADE,VERDE, 70,M,9.66
42067,FIAT,TORO,PRATA, 69,F,12.04
42068,HONDA,CITY,PRETO, 50,M,6.10
42069,VV,TAOS,PRATA, 51,F,12.11
42070,GM,S10,LARANJA, 41,M,12.20
42071,VV,JETTA,PRATA, 74,F,16.18
42072,VV,TCROSS,PRETO, 79,F,11.18
42073,TOYOTA,YARIS,BRANCO, 99,F,23.82
42074,VV,TAOS,PRATA, 34,F,12.98
42075,JEEP,COMPASS,LARANJA, 47,M,6.91
42076,HONDA,HRV,PRETO, 74,M,7.30
42077,FIAT,UNO,PRETO, 87,F,16.53
42078,VV,SAVEIRO,LARANJA, 18,F,13.82
42079,GM,ONIX,LARANJA, 43,F,9.68
42080,HONDA,CITY,PRATA, 32,F,7.28
42081,HYUNDAI,CRETA,VERDE, 49,F,7.08
42082,FIAT,ARGOS,AZUL, 65,F,7.16
42083,TOYOTA,YARIS,PRATA, 39,F,9.75
42084,JEEP,RENEGADE,VERDE, 19,F,10.92
42085,HONDA,WRV,AZUL, 47,M,4.39
42086,HYUNDAI,CRETA,PRATA, 88,M,11.55
42087,HYUNDAI,CRETA,LARANJA, 37,F,6.87
42088,FIAT,MOBI,PRETO, 66,F,3.70
42089,TOYOTA,COROLLA,BRANCO, 23,M,11.50
42090,HONDA,FIT,AZUL, 90,F,6.81
42091,GM,TRAILBLAZER,AZUL, 45,M,5.69
42092,FIAT,MOBI,BRANCO, 32,F,5.62
42093,FIAT,STRADA,AZUL, 98,M,20.73
42094,GM,TRACKER,LARANJA, 93,F,10.55
42095,HYUNDAI,CRETA,BRANCO, 51,F,11.37
42096,HONDA,CIVIC,PRETO, 89,F,10.64
42097,VV,GOL,PRETO, 92,M,13.82
42098,TOYOTA,COROLLACROSS,AZUL, 24,M,11.54
42099,JEEP,RENEGADE,CINZA, 52,F,10.62
42100,HYUNDAI,CRETA,VERDE, 30,F,7.66
42101,GM,EQUINOX,LARANJA, 43,M,5.76
42102,GM,TRACKER,VERDE, 86,F,9.68
42103,VV,POLO,PRATA, 86,F,17.16
42104,FIAT,STRADA,LARANJA, 84,F,16.07
42105,VV,POLO,CINZA, 40,F,13.77
42106,FIAT,MOBI,VERDE, 47,F,2.98
42107,TOYOTA,COROLLACROSS,AZUL, 77,F,11.51
42108,HYUNDAI,CRETA,AZUL, 87,F,9.58
42109,VV,TAOS,PRATA, 69,F,13.32
42110,GM,ONIX,PRETO, 88,M,14.75
42111,FIAT,MOBI,VERDE, 90,M,5.06
42112,VV,TCROSS,CINZA, 27,M,12.18
42113,FIAT,UNO,PRATA, 44,F,12.17
42114,JEEP,RENEGADE,PRATA, 33,M,10.30
42115,GM,TRACKER,LARANJA, 80,M,8.75
42116,GM,S10,PRETO, 52,F,12.95
42117,VV,TCROSS,CINZA, 24,M,12.60
42118,FIAT,PALIO,BRANCO, 64,F,21.55
42119,FIAT,PALIO,CINZA, 33,M,16.71
42120,GM,EQUINOX,CINZA, 79,F,9.13
42121,HONDA,CITY,VERDE, 70,F,6.30
42122,GM,S10,VERDE, 53,F,12.36
42123,VV,SAVEIRO,VERDE, 25,M,13.29
42124,GM,TRAILBLAZER,PRETO, 61,M,6.35
42125,FIAT,CRONOS,PRETO, 90,M,15.34
42126,VV,JETTA,VERDE, 82,F,15.93
42127,JEEP,COMPASS,PRATA, 74,F,9.06
42128,FIAT,PALIO,CINZA, 77,M,18.74
42129,GM,TRAILBLAZER,VERDE, 24,M,7.08
42130,VV,JETTA,VERDE, 63,M,13.24
42131,JEEP,RENEGADE,PRATA, 61,F,9.88
42132,HONDA,FIT,AZUL, 35,F,4.80
42133,TOYOTA,COROLLACROSS,AZUL, 20,F,12.13
42134,FIAT,CRONOS,AZUL, 24,M,11.72
42135,TOYOTA,HILUX,PRETO, 38,F,13.27
42136,JEEP,COMMANDER,PRATA, 57,F,6.49
42137,GM,ONIX,PRETO, 24,M,12.49
42138,JEEP,COMMANDER,PRATA, 81,F,8.03
42139,GM,EQUINOX,VERDE, 89,F,8.38
42140,HONDA,CITY,VERDE, 67,M,6.34
42141,GM,ONIX,LARANJA, 50,M,9.30
42142,FIAT,ARGOS,AZUL, 26,F,8.31
42143,HONDA,HRV,AZUL, 56,F,5.39
42144,JEEP,RENEGADE,LARANJA, 40,M,8.34
42145,HONDA,ZRV,PRATA, 75,M,6.22
42146,TOYOTA,COROLLACROSS,PRETO, 59,F,10.17
42147,VV,VIRTUS,CINZA, 18,M,11.65
42148,FIAT,MOBI,BRANCO, 33,F,5.06
42149,FIAT,CRONOS,LARANJA, 32,F,4.63
42150,FIAT,CRONOS,PRATA, 49,M,10.75
42151,VV,SAVEIRO,CINZA, 74,F,15.93
42152,VV,SAVEIRO,AZUL, 31,M,11.98
42153,TOYOTA,COROLLACROSS,BRANCO, 73,M,18.43
42154,HONDA,FIT,LARANJA, 64,F,4.44
42155,VV,JETTA,BRANCO, 24,M,24.38
42156,FIAT,FASTBACK,LARANJA, 93,F,12.77
42157,VV,TAOS,BRANCO, 85,M,24.85
42158,FIAT,CRONOS,VERDE, 43,F,10.04
42159,TOYOTA,COROLLA,AZUL, 25,M,6.88
42160,HONDA,HRV,PRATA, 57,M,6.68
42161,GM,ONIX,PRATA, 55,F,11.01
42162,JEEP,RENEGADE,LARANJA, 24,M,9.94
42163,TOYOTA,YARIS,VERDE, 85,F,11.39
42164,HONDA,WRV,BRANCO, 57,M,7.39
42165,TOYOTA,HILUX,PRATA, 39,F,13.90
42166,GM,S10,CINZA, 42,M,15.73
42167,FIAT,PALIO,AZUL, 52,F,12.10
42168,JEEP,COMMANDER,AZUL, 95,M,9.39
42169,FIAT,FASTBACK,LARANJA, 53,F,8.23
42170,HONDA,WRV,PRETO, 99,F,8.21
42171,VV,VIRTUS,VERDE, 38,M,7.45
42172,HONDA,WRV,LARANJA, 75,F,5.24
42173,JEEP,RENEGADE,LARANJA, 96,F,13.19
42174,TOYOTA,COROLLACROSS,CINZA, 35,F,12.87
42175,JEEP,COMMANDER,BRANCO, 26,M,10.98
42176,GM,EQUINOX,PRATA, 95,F,10.48
42177,FIAT,ARGOS,AZUL, 25,M,8.38
42178,HONDA,ZRV,AZUL, 54,M,4.46
42179,VV,TCROSS,PRATA, 32,M,10.44
42180,JEEP,COMMANDER,PRATA, 18,M,8.53
42181,HONDA,WRV,VERDE, 54,M,4.72
42182,FIAT,FASTBACK,PRATA, 51,F,9.23
42183,GM,ONIX,VERDE, 44,M,10.08
42184,HONDA,CITY,LARANJA, 77,M,6.85
42185,VV,POLO,CINZA, 58,F,13.75
42186,GM,ONIX,AZUL, 63,F,9.68
42187,VV,POLO,BRANCO, 55,F,17.84
42188,GM,S10,PRATA, 32,F,14.73
42189,JEEP,COMPASS,VERDE, 93,M,11.29
42190,GM,S10,LARANJA, 54,M,11.95
42191,GM,TRACKER,PRETO, 81,F,9.40
42192,GM,EQUINOX,VERDE, 94,F,9.16
42193,FIAT,ARGOS,CINZA, 41,M,9.09
42194,VV,POLO,CINZA, 96,M,22.93
42195,HONDA,CITY,PRATA, 88,M,9.42
42196,FIAT,CRONOS,VERDE, 76,F,11.52
42197,VV,JETTA,PRETO, 63,F,13.19
42198,GM,SPIN,VERDE, 35,M,3.65
42199,VV,GOL,VERDE, 48,M,8.67
42200,HONDA,HRV,BRANCO, 64,F,10.07
42201,VV,SAVEIRO,LARANJA, 83,M,14.37
42202,GM,TRACKER,AZUL, 87,F,10.07
42203,HONDA,CRV,VERDE, 87,M,4.64
42204,GM,MONTANA,VERDE, 42,M,8.82
42205,HONDA,WRV,CINZA, 23,M,7.02
42206,TOYOTA,YARIS,VERDE, 87,M,12.33
42207,HONDA,ZRV,PRETO, 98,F,7.98
42208,FIAT,ARGOS,AZUL, 99,M,12.30
42209,VV,VIRTUS,VERDE, 61,F,7.07
42210,FIAT,CRONOS,PRETO, 51,F,10.19
42211,FIAT,UNO,AZUL, 83,F,14.09
42212,FIAT,PALIO,PRATA, 37,M,14.49
42213,VV,POLO,PRATA, 76,M,14.94
42214,GM,MONTANA,AZUL, 89,M,12.28
42215,HYUNDAI,CRETA,PRATA, 84,M,10.87
42216,TOYOTA,COROLLACROSS,VERDE, 29,M,11.08
42217,TOYOTA,YARIS,LARANJA, 25,F,9.48
42218,GM,EQUINOX,LARANJA, 73,M,6.64
42219,JEEP,RENEGADE,PRATA, 89,F,13.42
42220,FIAT,UNO,LARANJA, 22,F,13.31
42221,HYUNDAI,CRETA,LARANJA, 97,M,11.84
42222,TOYOTA,COROLLACROSS,BRANCO, 41,F,16.34
42223,FIAT,FASTBACK,LARANJA, 73,M,9.59
42224,FIAT,CRONOS,BRANCO, 31,F,17.45
42225,JEEP,COMMANDER,VERDE, 49,F,6.04
42226,HYUNDAI,HB20,LARANJA, 22,M,13.18
42227,FIAT,TORO,AZUL, 96,F,15.64
42228,JEEP,COMMANDER,PRATA, 83,M,8.65
42229,HONDA,FIT,VERDE, 74,F,5.07
42230,FIAT,MOBI,LARANJA, 74,M,3.82
42231,HONDA,CITY,LARANJA, 99,F,9.62
42232,JEEP,COMMANDER,VERDE, 55,F,5.72
42233,HONDA,FIT,LARANJA, 23,F,5.43
42234,HYUNDAI,HB20,BRANCO, 20,F,22.77
42235,FIAT,TORO,LARANJA, 45,M,9.37
42236,FIAT,STRADA,PRATA, 51,M,13.65
42237,HONDA,ZRV,LARANJA, 66,M,4.72
42238,HONDA,WRV,LARANJA, 40,F,4.56
42239,FIAT,STRADA,AZUL, 65,F,12.91
42240,VV,SAVEIRO,AZUL, 41,M,11.03
42241,TOYOTA,YARIS,PRATA, 38,M,9.86
42242,HYUNDAI,CRETA,VERDE, 43,M,7.32
42243,GM,TRACKER,PRATA, 33,M,8.80
42244,FIAT,PALIO,LARANJA, 81,M,15.31
42245,GM,EQUINOX,VERDE, 39,F,5.71
42246,HONDA,ZRV,CINZA, 81,M,7.28
42247,HYUNDAI,CRETA,PRETO, 92,M,11.56
42248,HONDA,WRV,PRATA, 36,M,5.30
42249,FIAT,PALIO,LARANJA, 33,F,12.93
42250,JEEP,COMMANDER,BRANCO, 64,M,9.88
42251,GM,ONIX,BRANCO, 76,M,19.20
42252,GM,TRAILBLAZER,PRATA, 91,F,9.66
42253,HONDA,CITY,LARANJA, 83,F,7.35
42254,JEEP,RENEGADE,PRETO, 61,F,9.24
42255,TOYOTA,HILUX,PRATA, 27,F,15.98
42256,FIAT,CRONOS,PRATA, 68,F,11.85
42257,VV,TCROSS,CINZA, 64,F,10.67
42258,TOYOTA,YARIS,BRANCO, 67,F,14.52
42259,HYUNDAI,CRETA,VERDE, 60,M,7.39
42260,JEEP,COMMANDER,AZUL, 99,F,10.00
42261,HYUNDAI,HB20,LARANJA, 83,M,14.35
42262,VV,TAOS,PRETO, 79,F,14.59
42263,FIAT,CRONOS,BRANCO, 73,F,8.14
42264,TOYOTA,COROLLACROSS,LARANJA, 82,F,12.00
42265,GM,SPIN,PRATA, 40,F,3.30
42266,HONDA,WRV,AZUL, 46,M,4.46
42267,HONDA,CIVIC,PRETO, 76,F,8.69
42268,VV,POLO,PRETO, 40,M,12.00
42269,GM,EQUINOX,LARANJA, 80,F,7.19
42270,FIAT,PALIO,PRETO, 91,M,19.83
42271,FIAT,PALIO,PRETO, 55,F,13.03
42272,HONDA,CITY,CINZA, 62,M,7.58
42273,JEEP,RENEGADE,VERDE, 81,F,10.93
42274,JEEP,RENEGADE,PRATA, 68,F,9.89
42275,GM,S10,LARANJA, 50,F,11.78
42276,JEEP,COMMANDER,CINZA, 94,F,11.42
42277,GM,MONTANA,CINZA, 74,F,12.28
42278,HONDA,CRV,BRANCO, 98,F,8.19
42279,VV,GOL,LARANJA, 64,F,8.22
42280,FIAT,PALIO,AZUL, 87,M,17.17
42281,HONDA,WRV,BRANCO, 55,F,7.13
42282,VV,TAOS,VERDE, 68,F,11.97
42283,VV,VIRTUS,CINZA, 72,F,10.12
42284,FIAT,MOBI,VERDE, 91,F,4.56
42285,JEEP,RENEGADE,VERDE, 42,F,8.61
42286,TOYOTA,COROLLACROSS,BRANCO, 79,M,20.00
42287,VV,SAVEIRO,PRATA, 90,F,18.22
42288,GM,MONTANA,AZUL, 51,M,8.32
42289,HYUNDAI,CRETA,LARANJA, 91,F,10.07
42290,JEEP,COMMANDER,CINZA, 87,F,10.25
42291,HONDA,ZRV,PRETO, 85,M,6.57
42292,JEEP,RENEGADE,CINZA, 29,M,11.98
42293,FIAT,FASTBACK,VERDE, 58,F,8.70
42294,HONDA,CRV,PRATA, 91,F,5.35
42295,GM,ONIX,VERDE, 64,M,10.46
42296,HONDA,CITY,LARANJA, 36,F,5.78
42297,VV,TAOS,CINZA, 50,M,13.79
42298,TOYOTA,COROLLACROSS,LARANJA, 35,F,10.13
42299,FIAT,FASTBACK,AZUL, 88,F,12.02
42300,FIAT,MOBI,LARANJA, 28,M,3.82
42301,HYUNDAI,HB20,VERDE, 86,M,15.76
42302,TOYOTA,COROLLA,PRETO, 29,F,6.72
42303,VV,TCROSS,CINZA, 94,F,16.77
42304,TOYOTA,COROLLACROSS,LARANJA, 39,F,9.55
42305,HONDA,CRV,PRATA, 39,M,3.73
42306,HONDA,FIT,LARANJA, 67,M,4.84
42307,TOYOTA,YARIS,VERDE, 19,M,11.01
42308,TOYOTA,HILUX,PRATA, 65,F,14.62
42309,JEEP,COMMANDER,CINZA, 55,M,7.20
42310,FIAT,FASTBACK,PRETO, 80,M,11.34
42311,JEEP,RENEGADE,LARANJA, 46,M,8.31
42312,GM,TRACKER,PRATA, 59,F,8.02
42313,GM,MONTANA,PRATA, 33,M,10.11
42314,JEEP,COMMANDER,CINZA, 23,F,8.90
42315,JEEP,RENEGADE,CINZA, 18,M,13.88
42316,VV,TAOS,PRETO, 24,M,14.05
42317,VV,TCROSS,AZUL, 76,M,10.18
42318,HONDA,CITY,AZUL, 27,M,6.61
42319,FIAT,ARGOS,BRANCO, 93,F,17.98
42320,VV,SAVEIRO,PRATA, 84,F,16.60
42321,HONDA,CIVIC,LARANJA, 67,M,7.42
42322,TOYOTA,COROLLACROSS,PRETO, 79,M,12.87
42323,VV,GOL,PRATA, 18,M,12.54
42324,FIAT,MOBI,CINZA, 32,M,4.50
42325,FIAT,ARGOS,LARANJA, 41,F,6.96
42326,GM,SPIN,PRATA, 91,F,5.00
42327,VV,GOL,PRATA, 83,F,12.42
42328,FIAT,ARGOS,BRANCO, 86,F,15.72
42329,HYUNDAI,HB20,VERDE, 45,F,10.90
42330,HONDA,CITY,LARANJA, 73,F,6.20
42331,GM,S10,PRETO, 64,M,13.66
42332,GM,SPIN,VERDE, 47,F,3.46
42333,VV,TAOS,BRANCO, 61,F,18.34
42334,VV,SAVEIRO,PRETO, 58,M,11.77
42335,FIAT,STRADA,PRATA, 75,M,16.30
42336,VV,JETTA,LARANJA, 71,F,13.40
42337,FIAT,UNO,PRETO, 32,M,12.62
42338,HONDA,CIVIC,PRATA, 79,M,10.01
42339,TOYOTA,COROLLA,PRATA, 45,M,6.56
42340,VV,POLO,VERDE, 85,M,15.50
42341,HONDA,HRV,CINZA, 48,F,7.28
42342,FIAT,FASTBACK,LARANJA, 88,M,11.79
42343,HONDA,CIVIC,CINZA, 44,M,9.09
42344,FIAT,PALIO,PRATA, 95,M,22.52
42345,FIAT,TORO,PRETO, 31,M,11.27
42346,VV,TCROSS,VERDE, 91,F,12.78
42347,TOYOTA,COROLLA,CINZA, 73,F,8.28
42348,TOYOTA,COROLLA,PRETO, 77,M,7.56
42349,JEEP,COMMANDER,LARANJA, 38,F,5.89
42350,FIAT,UNO,PRATA, 61,M,12.89
42351,VV,VIRTUS,PRATA, 98,M,13.69
42352,VV,TAOS,CINZA, 27,F,15.56
42353,TOYOTA,YARIS,PRATA, 53,F,9.32
42354,VV,TAOS,CINZA, 69,F,15.16
42355,HYUNDAI,CRETA,BRANCO, 53,M,11.63
42356,JEEP,COMMANDER,CINZA, 99,M,12.58
42357,GM,ONIX,CINZA, 32,M,13.46
42358,JEEP,RENEGADE,PRETO, 96,M,14.58
42359,HYUNDAI,HB20,CINZA, 46,F,13.86
42360,HONDA,CRV,PRETO, 25,M,4.10
42361,HONDA,CRV,LARANJA, 49,F,2.78
42362,TOYOTA,COROLLA,PRATA, 58,M,6.56
42363,HYUNDAI,CRETA,LARANJA, 41,M,6.98
42364,HYUNDAI,HB20,VERDE, 35,M,11.99
42365,HONDA,CRV,PRATA, 73,M,4.30
42366,JEEP,RENEGADE,LARANJA, 67,M,9.05
42367,HONDA,HRV,AZUL, 68,M,6.39
42368,GM,S10,CINZA, 76,M,18.56
42369,GM,S10,VERDE, 58,M,12.84
42370,JEEP,COMMANDER,LARANJA, 35,M,5.94
42371,HONDA,HRV,LARANJA, 44,M,5.73
42372,VV,VIRTUS,PRETO, 80,M,9.54
42373,TOYOTA,HILUX,LARANJA, 99,M,20.72
42374,JEEP,RENEGADE,VERDE, 91,F,12.50
42375,HONDA,WRV,VERDE, 80,M,5.84
42376,GM,SPIN,PRATA, 84,M,5.01
42377,HYUNDAI,HB20,LARANJA, 99,M,18.53
42378,FIAT,FASTBACK,PRETO, 25,F,10.66
42379,VV,TCROSS,VERDE, 38,M,8.78
42380,TOYOTA,YARIS,BRANCO, 48,F,13.60
42381,JEEP,COMPASS,CINZA, 34,M,9.64
42382,VV,SAVEIRO,PRETO, 46,M,11.69
42383,VV,TCROSS,AZUL, 73,M,9.84
42384,VV,VIRTUS,PRETO, 21,F,9.42
42385,FIAT,ARGOS,LARANJA, 18,M,9.13
42386,JEEP,COMPASS,PRATA, 73,M,9.27
42387,TOYOTA,COROLLA,PRETO, 48,M,6.17
42388,JEEP,RENEGADE,BRANCO, 35,M,14.69
42389,GM,SPIN,PRETO, 88,F,5.01
42390,VV,SAVEIRO,VERDE, 47,F,11.09
42391,GM,MONTANA,LARANJA, 24,F,9.86
42392,JEEP,RENEGADE,PRATA, 61,F,9.55
42393,GM,TRAILBLAZER,LARANJA, 99,M,10.03
42394,VV,TCROSS,VERDE, 92,M,13.40
42395,FIAT,PALIO,AZUL, 31,M,13.59
42396,TOYOTA,COROLLA,VERDE, 37,M,6.35
42397,GM,TRACKER,AZUL, 58,F,7.16
42398,HYUNDAI,HB20,AZUL, 28,M,12.57
42399,HONDA,WRV,AZUL, 83,M,6.18
42400,HYUNDAI,HB20,PRETO, 22,M,14.52
42401,TOYOTA,COROLLA,PRATA, 72,F,7.16
42402,JEEP,RENEGADE,LARANJA, 57,F,8.02
42403,FIAT,ARGOS,BRANCO, 37,F,12.21
42404,VV,GOL,PRATA, 64,M,10.05
42405,TOYOTA,YARIS,PRETO, 51,F,8.88
42406,FIAT,ARGOS,VERDE, 61,M,7.47
42407,VV,JETTA,PRETO, 32,M,14.25
42408,GM,ONIX,AZUL, 29,F,11.00
42409,TOYOTA,YARIS,CINZA, 65,M,11.28
42410,FIAT,TORO,PRATA, 69,M,11.98
42411,HONDA,ZRV,PRATA, 40,M,5.30
42412,GM,EQUINOX,LARANJA, 87,M,8.17
42413,FIAT,ARGOS,LARANJA, 85,M,9.58
42414,VV,VIRTUS,PRATA, 54,M,7.89
42415,FIAT,STRADA,PRATA, 93,F,21.17
42416,VV,GOL,PRATA, 45,M,9.53
42417,HYUNDAI,HB20,LARANJA, 22,F,12.77
42418,FIAT,MOBI,PRETO, 67,F,3.31
42419,FIAT,STRADA,BRANCO, 89,F,29.75
42420,TOYOTA,HILUX,LARANJA, 35,F,12.36
42421,JEEP,COMMANDER,CINZA, 87,M,10.23
42422,VV,SAVEIRO,CINZA, 22,M,17.22
42423,FIAT,FASTBACK,LARANJA, 75,M,9.91
42424,HONDA,FIT,LARANJA, 94,M,7.20
42425,VV,GOL,AZUL, 46,F,8.14
42426,JEEP,RENEGADE,PRATA, 33,F,10.10
42427,HONDA,CITY,AZUL, 77,F,7.18
42428,GM,SPIN,CINZA, 95,F,6.42
42429,GM,TRACKER,PRATA, 43,M,8.23
42430,HONDA,CITY,LARANJA, 31,F,6.21
42431,GM,SPIN,CINZA, 76,M,4.79
42432,VV,VIRTUS,VERDE, 52,F,6.83
42433,HONDA,FIT,AZUL, 95,M,7.40
42434,FIAT,CRONOS,VERDE, 26,F,5.27
42435,HONDA,CITY,AZUL, 36,M,6.13
42436,JEEP,RENEGADE,VERDE, 24,M,10.34
42437,HONDA,CIVIC,PRETO, 42,F,7.30
42438,GM,TRACKER,BRANCO, 77,M,14.16
42439,FIAT,STRADA,AZUL, 83,F,15.90
42440,JEEP,RENEGADE,AZUL, 98,F,13.90
42441,FIAT,ARGOS,PRETO, 31,F,8.14
42442,FIAT,PALIO,AZUL, 84,M,16.36
42443,JEEP,RENEGADE,PRETO, 47,M,9.02
42444,HONDA,CRV,PRATA, 54,F,3.20
42445,JEEP,COMPASS,LARANJA, 35,F,7.38
42446,JEEP,RENEGADE,PRATA, 84,M,12.75
42447,HONDA,ZRV,PRETO, 84,F,6.36
42448,VV,JETTA,VERDE, 61,M,13.00
42449,FIAT,MOBI,AZUL, 24,M,4.06
42450,JEEP,COMPASS,PRATA, 67,M,8.76
42451,JEEP,RENEGADE,PRATA, 32,F,9.91
42452,VV,TCROSS,AZUL, 71,M,9.62
42453,GM,MONTANA,AZUL, 58,F,8.34
42454,FIAT,MOBI,PRETO, 20,F,4.19
42455,VV,JETTA,CINZA, 80,F,19.18
42456,VV,VIRTUS,BRANCO, 74,M,13.62
42457,VV,TAOS,PRATA, 99,M,21.46
42458,FIAT,FASTBACK,AZUL, 42,F,8.57
42459,JEEP,COMPASS,PRETO, 22,F,9.03
42460,GM,S10,LARANJA, 40,M,12.26
42461,VV,JETTA,PRATA, 91,F,20.51
42462,TOYOTA,HILUX,PRATA, 56,F,13.83
42463,VV,GOL,PRETO, 99,F,14.91
42464,HONDA,CRV,VERDE, 53,F,3.33
42465,VV,VIRTUS,PRETO, 37,M,7.92
42466,HONDA,CRV,PRETO, 97,M,5.92
42467,HONDA,CITY,PRATA, 37,M,6.92
42468,FIAT,UNO,PRETO, 42,M,11.67
42469,JEEP,RENEGADE,PRATA, 63,M,9.80
42470,HONDA,CIVIC,LARANJA, 41,F,7.10
42471,JEEP,RENEGADE,CINZA, 92,F,15.96
42472,TOYOTA,HILUX,AZUL, 21,M,15.39
42473,VV,GOL,CINZA, 91,F,15.67
42474,VV,VIRTUS,CINZA, 18,M,11.70
42475,GM,MONTANA,PRATA, 55,M,9.60
42476,GM,TRAILBLAZER,PRATA, 34,F,6.84
